,price
3571,350000
3572,325000
3573,675000
3574,415000
3576,589000
3577,650000
3578,1027000
3581,902999
3584,903999
3585,950000
3586,949000
3589,1099000
3595,422000
3596,678000
3597,300000
3599,463000
3600,455000
3601,751000
3602,775000
3603,678000
3604,550000
3605,390000
3606,395000
3607,295000
3608,599000
3611,449000
3613,449000
3614,295000
3615,649000
3616,274000
3618,801000
3619,591000
3620,434000
3621,699000
3623,555000
3624,825000
3625,599000
3626,480999
3627,385000
3628,699000
3629,331000
3630,178000
3631,925000
3632,290000
3633,570000
3635,530000
3636,465000
3638,515000
3640,620000
3641,349000
3642,1385000
3643,290000
3644,285000
3645,330000
3648,650000
3649,449000
3650,599000
3652,499000
3654,1358000
3655,560000
3656,275000
3657,586000
3658,463000
3659,699000
3660,593000
3662,567000
3664,1650000
3666,749000
3667,249000
3669,225000
3670,399000
3672,225000
3674,389000
3675,548000
3677,874000
3678,596000
3679,179000
3680,501000
3682,495000
3685,725000
3686,1030000
3687,650000
3688,450000
3689,689000
3690,1250000
3692,1200000
3694,451999
3695,404000
3697,473000
3698,252000
3699,950000
3700,633000
3701,875000
3702,413000
3703,1100000
3709,713000
3710,515000
3711,600000
3713,690000
3714,513000
3715,850000
3716,835000
3717,438999
3718,720000
3719,942000
3720,538000
3721,100000
3722,491000
3723,925000
3724,1060000
3726,670000
3727,500000
3732,240000
3733,459999
3734,411000
3735,480999
3736,670000
3737,724000
3738,546000
3739,799000
3740,278000
3741,1575000
3742,261000
3744,399000
3745,220000
3746,330000
3747,434999
3750,450000
3752,380000
3753,95000
3754,675000
3755,527000
3757,380000
3758,689000
3760,474000
3762,577000
3764,894999
3765,250000
3767,900000
3768,650000
3769,1175000
3770,186000
3771,250000
3772,425000
3773,425000
3774,523000
3775,240000
3777,1285000
3779,1465000
3780,491000
3781,550000
3783,775000
3785,775000
3788,200000
3789,200000
3790,509999
3792,1100000
3793,445000
3794,547000
3795,626000
3797,445000
3798,458000
3802,713000
3805,390000
3806,575000
3808,350000
3810,825000
3812,950000
3813,500000
3814,608000
3815,423000
3816,800000
3817,922000
3818,433000
3819,525000
3820,526000
3822,459000
3824,865000
3825,550000
3826,1125000
3828,261000
3829,950000
3830,484999
3834,284000
3835,520000
3836,590000
3837,655000
3838,699000
3839,395000
3840,217000
3842,886999
3843,480000
3844,425000
3845,495000
3846,550000
3847,137000
3848,565000
3849,1290000
3850,355000
3851,386000
3852,513999
3853,325000
3854,508000
3855,567000
3856,670000
3857,760000
3859,398000
3860,484999
3861,135000
3862,300000
3863,525000
3864,375000
3865,130000
3866,595000
3868,531000
3872,861999
3873,880000
3875,627000
3877,428000
3878,175000
3879,413999
3880,509999
3881,550000
3884,450000
3885,110000
3886,200000
3888,350000
3889,409999
3890,500000
3891,543000
3892,513999
3894,747000
3895,593000
3897,539000
3898,335000
3899,594000
3900,910000
3903,760000
3904,490000
3905,521000
3906,1400000
3907,900000
3910,765000
3911,555000
3912,476999
3913,341000
3914,476000
3915,611000
3916,790000
3917,513000
3918,825000
3919,584000
3920,665000
3923,475000
3924,330000
3925,635000
3927,420000
3928,459999
3930,720000
3931,846000
3933,471000
3934,446000
3935,365000
3936,354000
3937,1650000
3938,877999
3940,525000
3941,830000
3942,200000
3943,1345000
3944,1345000
3950,746000
3951,639000
3953,736000
3954,749000
3956,693000
3957,275000
3958,475000
3960,150000
3961,665000
3964,850000
3967,550000
3968,285000
3969,300000
3971,525000
3972,375000
3973,1011999
3977,525000
3978,425000
3979,525000
3980,375000
3982,409999
3983,434999
3984,645000
3985,775000
3986,375000
3987,650000
3988,204999
3990,529000
3991,300000
3994,499000
3996,206999
3997,390000
3998,603000
4005,1250000
4007,250000
4008,935000
4009,551000
4010,505999
4012,422000
4013,631000
4014,590000
4015,499000
4016,785000
4017,325000
4019,925000
4020,645000
4021,760000
4023,1245000
4024,500000
4026,114999
4027,600000
4029,852999
4030,861000
4031,275000
4032,418000
4033,190000
4035,519000
4038,700000
4039,600000
4040,675000
4041,550000
4046,530000
4048,1070000
4049,173000
4050,707000
4051,819999
4052,827999
4053,1255000
4054,690000
4055,616000
4057,800000
4059,315000
4060,315000
4061,650000
4064,825000
4065,484999
4066,350000
4067,795000
4069,470000
4070,625000
4072,794000
4077,607000
4080,740000
4081,114999
4082,167000
4083,1475000
4086,835000
4087,1095000
4089,309000
4090,204999
4095,1541000
4104,440000
4106,800000
4107,921000
4108,310000
4110,390000
4113,208000
4114,320000
4115,210000
4116,675000
4120,440000
4121,385000
4122,720000
4123,540000
4124,825000
4125,720000
4127,200000
4128,1160000
4129,723000
4130,806000
4131,700000
4132,507000
4133,499000
4134,1300000
4135,639000
4136,130000
4138,790000
4139,376000
4141,310000
4144,1065000
4145,570000
4146,150000
4147,690000
4148,550000
4149,419000
4150,505999
4152,528000
4153,608000
4155,300000
4157,178000
4158,1325000
4161,944999
4162,700000
4163,399000
4164,556000
4167,333000
4168,1400000
4169,324000
4170,359000
4173,532000
4175,227999
4176,295000
4178,350000
4179,1000000
4180,360000
4182,580000
4183,650000
4185,415000
4186,95000
4187,1250000
4189,661000
4190,398000
4192,700000
4193,457000
4194,1000000
4195,295000
4198,925000
4199,1100000
4200,110000
4201,380000
4203,434999
4204,925000
4208,740000
4210,509000
4212,305000
4213,349000
4215,901000
4217,651000
4219,300000
4220,530000
4222,735000
4223,701000
4224,550000
4226,120000
4227,490000
4228,204999
4231,615000
4232,433000
4233,607000
4234,310000
4235,564000
4237,524000
4239,345000
4240,690000
4241,730000
4242,540000
4243,210000
4244,935000
4245,380000
4247,200000
4249,791000
4250,779000
4252,482000
4254,310000
4255,892000
4256,530000
4257,549000
4258,235000
4259,595000
4261,586000
4263,385000
4265,295000
4269,488999
4270,326000
4272,547000
4273,614000
4275,445000
4277,285000
4283,695000
4284,725000
4287,500000
4290,496000
4291,509999
4292,554000
4294,484999
4295,1425000
4296,377000
4299,425000
4300,415000
4301,1580000
4302,165000
4305,560000
4306,634000
4307,525000
4308,660000
4310,1114000
4311,100000
4316,278000
4319,690000
4320,550000
4321,819999
4322,210000
4324,720000
4325,340000
4327,380000
4328,653000
4329,426000
4330,465000
4331,245000
4333,432000
4334,844999
4335,580000
4338,625000
4339,1050000
4340,740000
4341,1049000
4342,570000
4343,275000
4345,1365000
4346,429000
4348,544000
4351,449000
4353,503000
4354,125000
4355,350000
4358,125000
4359,100000
4361,1200000
4363,425000
4364,350000
4365,221000
4366,827999
4367,600000
4369,517000
4370,325000
4373,405999
4374,1090000
4375,890000
4380,900000
4381,950000
4382,418000
4383,1195000
4385,1044000
4386,260000
4388,671000
4390,1178000
4391,488999
4392,1541000
4393,465000
4394,728000
4395,530000
4396,466000
4397,457000
4398,350000
4401,375000
4402,600000
4405,740000
4406,766000
4407,440000
4408,519000
4411,1108000
4413,605000
4415,950000
4416,639000
4417,712000
4420,670000
4422,875000
4424,675000
4425,533000
4426,487000
4429,926000
4430,850000
4431,725000
4432,501000
4433,577000
4435,521000
4436,650000
4437,670000
4438,775000
4439,980000
4440,830000
4441,750000
4442,450000
4443,600000
4445,736000
4446,480000
4447,967000
4449,600000
4450,610000
4452,337000
4453,527000
4455,549000
4456,270000
4457,285000
4458,975000
4459,725000
4464,621000
4465,633000
4467,515000
4468,679000
4470,609000
4471,1000000
4472,590000
4473,570000
4475,679000
4477,640000
4478,475000
4479,430000
4483,675000
4484,430000
4485,420000
4486,580000
4487,334000
4488,401999
4489,240000
4490,734000
4491,795000
4492,570000
4493,551000
4495,463000
4496,625000
4504,447000
4505,578000
4506,600000
4507,524000
4508,401999
4510,552000
4511,265000
4512,443000
4513,721000
4514,1550000
4515,1092000
4516,890000
4517,550000
4518,609000
4520,1100000
4522,1199000
4524,1013000
4525,1008000
4527,1124000
4528,609000
4532,522000
4533,623000
4536,400000
4538,1080000
4539,520000
4540,680000
4542,1199000
4544,633000
4545,562000
4546,475000
4547,601000
4550,300000
4551,720000
4552,541000
4553,513999
4555,780000
4556,400000
4557,994999
4558,940000
4560,580000
4562,375000
4564,314000
4565,556000
4567,787000
4568,595000
4569,400000
4570,771000
4571,790000
4572,655000
4573,336000
4575,832000
4581,595000
4582,625000
4583,599000
4584,615000
4585,513999
4587,458000
4588,700000
4589,515000
4590,822000
4592,579000
4593,318000
4595,643000
4596,750000
4597,825000
4600,1090000
4602,625000
4603,185000
4606,800000
4607,311000
4608,570000
4609,300000
4611,509999
4613,644000
4615,528000
4618,740000
4619,409999
4620,599000
4621,1125000
4622,1299000
4623,1050000
4624,416000
4625,642000
4626,849000
4627,434000
4628,276000
4629,710000
4630,580000
4631,575000
4632,498000
4633,533000
4634,699000
4635,520000
4636,720000
4639,749000
4642,700000
4643,645000
4644,391000
4645,509000
4647,516000
4650,434000
4652,432000
4653,688000
4654,350000
4655,496000
4656,630000
4657,685000
4660,550000
4661,520000
4663,1000000
4664,496000
4665,788000
4666,994999
4667,416000
4669,450000
4670,523000
4671,340000
4672,520000
4673,628000
4674,525000
4675,513999
4679,900000
4680,750000
4681,300000
4683,675000
4684,616000
4686,814000
4687,750000
4688,450000
4689,498000
4690,650000
4691,527000
4693,350000
4694,541000
4695,340000
4697,1125000
4698,1000000
4699,450000
4700,445000
4701,1195000
4702,440000
4703,503000
4704,702000
4706,690000
4707,520000
4708,699000
4709,436000
4710,250000
4711,501999
4712,509999
4713,660000
4714,599000
4715,250000
4719,310000
4720,675000
4726,581000
4727,909000
4729,543000
4730,1100000
4731,743000
4732,997000
4734,811000
4735,250000
4737,975000
4741,420000
4742,600000
4743,996000
4744,311000
4746,572000
4747,307000
4748,454000
4749,775000
4750,850000
4751,907000
4752,509000
4754,940000
4755,227000
4757,650000
4759,595000
4760,1100000
4761,770000
4762,695000
4763,496000
4764,1261000
4766,927999
4767,803999
4768,1100000
4769,1275000
4770,950000
4772,550000
4773,475000
4774,720000
4777,417000
4778,532000
4779,1150000
4780,944000
4781,501000
4782,850000
4783,472000
4785,469000
4787,690000
4788,321000
4789,575000
4790,890000
4792,900000
4795,599000
4796,1019999
4797,443000
4798,644000
4799,750000
4800,519000
4801,695000
4802,981000
4803,425000
4806,700000
4807,809000
4812,245000
4813,425000
4814,385000
4815,545000
4816,588000
4817,747000
4819,633000
4820,814000
4821,900000
4822,605000
4823,270000
4824,622000
4826,795000
4827,602000
4828,575000
4829,675000
4831,750000
4833,749000
4834,550000
4835,599000
4836,570000
4837,894999
4838,1011000
4840,570000
4841,369000
4842,360000
4843,605000
4844,585000
4846,723000
4847,894999
4856,376000
4858,312000
4859,492000
4863,831000
4864,691000
4865,175000
4866,493000
4867,599000
4869,320000
4871,825000
4872,375000
4873,323000
4874,487000
4876,709000
4877,983000
4878,450000
4879,672000
4880,1350000
4881,457000
4884,623000
4885,1090000
4886,1600000
4887,200000
4888,925000
4889,1150000
4890,1150000
4892,894999
4893,1009000
4894,1050000
4895,441000
4896,759000
4897,425000
4899,600000
4902,840000
4903,426000
4904,305000
4905,629000
4906,869000
4908,300000
4909,850000
4910,869999
4912,416000
4913,1025000
4914,790000
4915,855000
4916,649000
4917,229999
4918,599000
4919,900000
4920,622000
4921,362000
4923,964000
4924,395000
4925,459999
4927,1325000
4928,215000
4929,1050000
4930,465000
4931,574000
4932,295000
4934,707000
4935,605000
4936,565000
4937,608000
4938,725000
4939,369000
4940,508000
4941,360000
4943,919999
4944,740000
4945,625000
4946,450000
4947,650000
4948,450000
4950,675000
4951,652000
4952,496000
4953,650000
4954,789000
4955,458000
4956,200000
4957,311000
4958,1000000
4959,613000
4960,390000
4961,517000
4962,999000
4963,740000
4966,220000
4967,420000
4968,550000
4969,550000
4970,501999
4971,552000
4972,830000
4973,579000
4975,950000
4978,421000
4979,869999
4981,677000
4982,725000
4983,650000
4984,980000
4986,290000
4987,350000
4988,290000
4989,590000
4990,299000
4991,1252000
4992,875000
4993,550000
4994,969999
4995,590000
4996,771000
4998,767000
5000,581000
5001,1025000
5002,400000
5003,750000
5004,1000000
5006,660000
5007,662000
5008,395000
5009,513999
5010,772000
5011,680000
5015,1015000
5017,461000
5018,372000
5020,802999
5025,900000
5027,295000
5032,645000
5033,299000
5034,423000
5035,295000
5036,328000
5037,565000
5039,299000
5040,299000
5042,340000
5044,650000
5045,1650000
5046,750000
5048,466000
5049,587000
5050,220000
5051,677000
5052,334000
5056,389000
5058,1450000
5059,800000
5060,1550000
5061,350000
5062,320000
5064,345000
5065,750000
5068,488999
5070,1200000
5071,401000
5072,347000
5074,764000
5076,831000
5077,535000
5078,465000
5079,415000
5081,320000
5082,400000
5085,850000
5087,1225000
5088,749000
5089,1001000
5090,781000
5091,1650000
5092,426000
5093,616000
5094,490000
5095,428000
5097,670000
5098,337000
5099,1350000
5100,611000
5101,975000
5102,825000
5103,400000
5105,650000
5107,400000
5109,707000
5110,576000
5111,560000
5112,455999
5113,685000
5114,1205000
5115,975000
5116,289000
5119,407000
5121,1195000
5122,390000
5124,650000
5125,250000
5126,475000
5127,700000
5128,559000
5129,789000
5131,1297000
5132,750000
5133,330000
5134,691000
5138,425000
5140,600000
5141,950000
5142,600000
5144,555000
5145,449000
5146,640000
5148,939000
5149,455000
5150,777000
5151,701000
5152,625000
5153,478000
5154,465000
5155,472000
5156,604000
5160,299000
5161,425000
5162,194000
5164,1650000
5165,750000
5166,724000
5168,800000
5169,810000
5170,459000
5172,497000
5173,577000
5174,670000
5175,690000
5177,252000
5178,294000
5181,700000
5182,1350000
5183,470000
5184,320000
5185,650000
5186,529000
5187,646000
5188,480000
5189,607000
5190,160000
5191,374000
5192,817000
5193,180000
5194,680000
5195,1000000
5196,1000000
5197,1080000
5198,315000
5200,760000
5202,825000
5204,365000
5205,409999
5206,475000
5207,561000
5212,594000
5214,516000
5217,760000
5218,499000
5220,450000
5221,295000
5222,667000
5223,790000
5224,480000
5225,463999
5227,390000
5228,801000
5229,560000
5230,420000
5231,472000
5232,750000
5233,1098000
5234,650000
5237,680000
5240,499000
5241,1250000
5242,409000
5243,991000
5245,496000
5246,298000
5247,720000
5248,583000
5250,982000
5251,458000
5253,852999
5254,600000
5255,390000
5256,620000
5261,447000
5262,409999
5263,330000
5264,372000
5265,470000
5266,297000
5267,420000
5268,405999
5269,561000
5270,350000
5272,400000
5273,765000
5275,850000
5276,1000000
5279,1050000
5280,909000
5281,734000
5282,450000
5283,356000
5284,835000
5288,549000
5289,881000
5291,250000
5292,810000
5293,1200000
5294,650000
5296,340000
5298,568000
5299,650000
5301,806000
5302,775000
5303,655000
5305,672000
5306,981000
5307,220000
5308,803999
5309,800000
5311,600000
5317,777000
5318,507000
5319,1050000
5321,411000
5323,529000
5325,916000
5326,842000
5327,290000
5328,525000
5329,894999
5331,385000
5333,300000
5334,515000
5335,299000
5336,268000
5337,483000
5339,618000
5341,1000000
5342,653000
5343,990000
5344,537000
5346,399000
5347,471000
5348,340000
5351,400000
5352,700000
5355,360000
5356,368000
5357,556000
5358,426000
5359,961000
5362,951000
5363,300000
5364,567000
5366,350000
5367,674000
5368,450000
5369,270000
5370,1000000
5374,1175000
5375,940000
5377,988000
5379,1157000
5380,1598000
5385,465000
5386,210000
5389,300000
5391,475000
5392,445000
5393,165000
5395,290000
5396,860000
5397,241000
5399,817000
5400,330000
5401,185000
5402,568000
5405,1022000
5406,312000
5407,117000
5408,869999
5409,285000
5413,550000
5414,185000
5415,430999
5416,631000
5417,476000
5418,1119000
5419,1002000
5420,685000
5421,347000
5425,229999
5426,584000
5428,400000
5429,535000
5434,310000
5435,337000
5436,1259000
5438,1291000
5439,498000
5440,470000
5441,545000
5442,894999
5443,426999
5444,559000
5446,443000
5447,480000
5448,660000
5449,145000
5450,165000
5452,450000
5454,500000
5455,531000
5456,744000
5457,200000
5459,760000
5461,273000
5462,480000
5463,922000
5464,746000
5466,490000
5467,459999
5468,490000
5470,930000
5471,702000
5472,465000
5474,1008000
5475,813000
5476,1485000
5478,989000
5479,1485000
5480,408000
5481,400000
5482,492000
5483,446000
5484,500000
5487,550000
5488,1500000
5489,660000
5490,365000
5491,1450000
5492,900000
5493,385000
5495,765000
5497,991000
5498,744000
5499,825000
5500,770000
5501,745000
5503,765000
5505,835000
5506,470000
5511,249000
5513,310000
5514,418000
5515,256999
5517,622000
5519,365000
5520,753000
5521,520000
5522,394000
5523,991000
5525,773000
5526,475000
5529,1300000
5531,700000
5532,450000
5534,289000
5535,403000
5537,617000
5538,1192000
5539,340000
5540,925000
5541,850000
5544,425000
5546,195000
5547,420000
5548,350000
5549,590000
5550,960000
5551,750000
5552,240000
5553,1260000
5554,617000
5557,642000
5559,620000
5560,951000
5561,900000
5563,669000
5564,680000
5565,376000
5566,1050000
5567,96000
5568,600000
5569,880000
5570,640000
5571,80000
5572,850000
5575,1033000
5578,1120000
5579,850000
5580,408000
5582,542000
5583,287000
5584,810000
5585,969000
5586,280000
5587,700000
5588,700000
5589,200000
5590,600000
5591,875000
5593,279000
5594,244000
5595,300000
5596,339000
5599,269000
5601,400000
5603,580000
5604,324000
5605,860000
5607,790000
5609,100000
5611,270000
5612,250000
5613,732000
5614,273000
5615,250000
5617,702000
5619,279000
5622,383000
5623,600000
5624,813000
5625,350000
5627,180000
5628,1050000
5629,180000
5630,890000
5632,640000
5633,290000
5634,999000
5636,286000
5637,293000
5639,753000
5641,688000
5643,600000
5645,600000
5646,600000
5647,400000
5648,300000
5651,200000
5652,720000
5653,1064000
5654,647000
5655,1625000
5656,846000
5658,195000
5659,425000
5660,650000
5661,584000
5662,220000
5663,619000
5664,700000
5666,450000
5669,224000
5670,381000
5671,459000
5672,631000
5673,951000
5674,532000
5676,245000
5677,977999
5678,315000
5680,574000
5681,405000
5682,827999
5684,779000
5685,600000
5686,785000
5687,600000
5688,229999
5689,630000
5691,585000
5694,618000
5695,490000
5696,585000
5697,588000
5698,850000
5699,704000
5701,583000
5703,1150000
5704,630000
5705,150000
5706,650000
5708,720000
5710,646000
5712,570000
5713,586000
5715,504000
5716,450000
5720,362000
5721,750000
5722,90000
5723,1030000
5724,700000
5725,395000
5726,830000
5729,484999
5730,495000
5731,450000
5732,397000
5733,716000
5734,830000
5736,200000
5737,459999
5739,250000
5741,400000
5742,400000
5745,650000
5746,350000
5748,750000
5750,836000
5751,1175000
5753,729000
5755,773000
5757,590000
5758,582000
5760,552000
5761,500000
5763,950000
5764,819999
5767,1300000
5768,341000
5769,708000
5771,367000
5774,765000
5775,250000
5776,425000
5777,260000
5778,250000
5783,1650000
5785,499000
5786,315000
5787,980000
5788,821000
5789,568000
5791,446000
5792,555000
5794,559000
5795,1050000
5796,412000
5797,615000
5801,70000
5802,560000
5803,750000
5805,1320000
5806,220000
5807,850000
5808,523000
5809,583000
5811,451000
5812,668000
5813,195000
5814,824000
5815,160000
5816,622000
5817,425000
5818,450000
5819,1019999
5822,249000
5823,799000
5825,390000
5826,580000
5827,380000
5828,264000
5829,531000
5830,525000
5831,1024000
5832,552000
5834,382000
5836,715000
5837,382000
5838,860000
5839,635000
5842,850000
5844,170000
5848,327000
5849,627000
5850,350000
5851,993000
5852,550000
5853,250000
5855,270000
5856,669000
5857,1321000
5858,650000
5859,706000
5866,850000
5868,509999
5869,381000
5870,320000
5871,420000
5873,150000
5874,488999
5878,350000
5879,449000
5880,295000
5884,475000
5886,900000
5887,950000
5889,436000
5890,1000000
5891,252000
5892,685000
5893,550000
5894,699000
5900,375000
5901,560000
5902,590000
5903,555000
5906,600000
5907,170000
5908,343000
5909,544000
5910,990000
5911,469000
5912,716000
5913,1000000
5915,305000
5916,550000
5918,290000
5919,550000
5920,210000
5921,910000
5923,725000
5925,1200000
5926,721000
5927,775000
5928,740000
5929,732000
5932,850000
5933,1650000
5936,250000
5937,1473000
5939,175000
5940,750000
5941,690000
5942,714000
5944,492000
5945,401000
5946,475000
5948,525000
5949,175000
5952,934000
5953,360000
5954,710000
5957,350000
5960,625000
5961,496000
5962,899000
5963,675000
5965,830000
5966,950000
5967,470000
5969,850000
5970,665000
5971,360000
5974,600000
5975,360000
5976,625000
5977,740000
5979,1200000
5980,575000
5981,321000
5982,680000
5983,825000
5985,742000
5986,851000
5987,840000
5988,851000
5991,775000
5993,700000
5994,1100000
5995,915000
5997,600000
5998,900000
5999,400000
6000,540000
6001,640000
6002,798000
6003,385000
6004,484999
6005,528000
6006,1000000
6007,545000
6010,621000
6011,850000
6012,980000
6015,899000
6017,360000
6018,1395000
6020,453000
6021,534000
6022,610000
6023,709000
6024,1000000
6026,890000
6027,725000
6029,1010000
6030,790000
6031,888000
6032,695000
6033,425000
6034,425000
6035,710000
6036,1060000
6041,723000
6043,790000
6044,795000
6045,252000
6046,610000
6048,1019999
6049,200000
6050,650000
6051,1425000
6053,630000
6054,1450000
6055,285000
6056,535000
6057,434999
6058,229999
6060,574000
6061,589000
6062,350000
6064,544000
6065,225000
6067,600000
6068,869999
6070,500000
6071,180000
6072,800000
6075,270000
6076,409999
6077,725000
6078,900000
6079,625000
6080,665000
6081,453000
6082,750000
6083,692000
6084,525000
6085,480000
6087,250000
6088,680000
6089,680000
6090,550000
6094,650000
6098,675000
6099,100000
6100,634000
6101,458000
6102,940000
6104,459000
6105,1390000
6107,105000
6108,295000
6109,445000
6110,1525000
6111,700000
6112,1300000
6115,450000
6116,450000
6117,950000
6119,446000
6120,672000
6121,500000
6122,409000
6123,759000
6124,825000
6125,670000
6126,200000
6127,600000
6128,600000
6130,325000
6133,590000
6135,700000
6136,325000
6137,1490000
6138,311000
6139,701000
6140,371000
6142,349000
6143,475000
6144,290000
6145,445000
6146,180000
6148,690000
6150,360000
6151,750000
6152,475000
6153,425000
6154,320000
6155,500000
6156,434999
6158,525000
6159,362000
6160,455000
6162,380000
6163,851000
6166,690000
6167,890000
6169,811000
6170,894999
6171,650000
6172,590000
6174,445000
6175,650000
6177,300000
6179,579000
6180,298000
6181,595000
6182,544000
6183,894999
6184,425000
6188,370000
6189,1525000
6190,290000
6193,650000
6195,575000
6197,590000
6198,753000
6199,425000
6200,587000
6201,580000
6202,530000
6204,300000
6206,380000
6207,625000
6209,525000
6210,850000
6212,1490000
6214,375000
6217,383000
6218,713000
6221,313000
6222,575000
6223,675000
6224,825000
6226,445000
6227,350000
6229,1300000
6231,750000
6232,750000
6233,670000
6234,894999
6235,90000
6236,365000
6237,347000
6239,309000
6240,586000
6241,900000
6242,900000
6246,254999
6247,355000
6248,650000
6249,275000
6250,150000
6251,900000
6253,600000
6256,801000
6258,350000
6259,590000
6260,532000
6261,525000
6262,170000
6263,225000
6265,250000
6266,300000
6267,1000000
6268,420000
6269,300000
6270,675000
6271,625000
6273,110000
6276,715000
6277,356000
6278,525000
6280,443000
6281,225000
6282,300000
6283,750000
6284,490000
6285,450000
6286,425000
6288,490000
6290,894999
6291,490000
6294,625000
6295,850000
6296,859000
6297,278000
6298,550000
6300,371000
6301,125000
6302,1250000
6305,695000
6306,685000
6314,252999
6315,295000
6316,495000
6317,200000
6318,175000
6319,175000
6320,322000
6324,473000
6329,925000
6330,1350000
6331,60000
6332,650000
6333,350000
6335,295000
6337,50000
6338,240000
6339,320000
6340,1500000
6341,745000
6342,225000
6343,332000
6346,775000
6347,1050000
6348,475000
6349,325000
6350,1400000
6351,145000
6352,250000
6353,1025000
6354,500000
6355,300000
6359,459999
6361,1525000
6365,1140000
6366,190000
6367,450000
6368,100000
6369,200000
6371,340000
6374,334000
6375,243000
6376,610000
6377,349000
6378,513999
6380,725000
6381,459999
6382,450000
6384,850000
6385,500000
6386,550000
6387,560000
6388,800000
6391,735000
6392,308000
6395,657000
6397,450000
6398,480000
6400,894999
6401,450000
6402,590000
6403,670000
6404,229999
6406,810000
6408,189000
6411,270000
6412,409999
6413,296000
6415,576000
6416,623000
6417,80000
6421,750000
6423,900000
6424,950000
6426,894999
6427,250000
6429,325000
6431,1390000
6432,823000
6433,1395000
6435,342000
6436,270000
6437,358000
6439,409999
6440,650000
6446,500000
6447,944999
6448,525000
6449,975000
6450,564000
6451,326000
6452,465000
6455,794000
6456,465000
6457,150000
6458,520000
6460,390000
6462,93982
6463,600000
6464,395000
6465,980000
6470,450000
6471,735000
6473,484999
6474,429000
6476,695000
6479,400000
6480,900000
6482,330000
6484,1575000
6485,1475000
6488,900000
6489,300000
6492,509000
6493,470000
6495,544000
6497,345000
6498,965000
6499,280000
6501,1130000
6502,775000
6504,600000
6507,630000
6511,875000
6512,1110000
6513,280000
6514,364000
6515,352000
6517,300000
6518,231000
6519,1156000
6520,400000
6521,500000
6522,350000
6524,385000
6531,537000
6534,541000
6535,578000
6537,200000
6538,750000
6539,675000
6540,894999
6541,420000
6542,550000
6543,725000
6544,420000
6546,785000
6547,459999
6548,750000
6551,419000
6552,549000
6553,710000
6554,426000
6556,110000
6557,440000
6558,250000
6559,476999
6560,470000
6561,400000
6563,545000
6564,565000
6566,380000
6568,650000
6569,1260000
6571,210000
6572,990000
6573,1059000
6574,426000
6575,175000
6576,220000
6577,1000000
6578,530000
6580,299000
6581,250000
6582,894999
6588,825000
6589,810000
6590,649000
6591,670000
6592,1525000
6594,493000
6595,325000
6597,376000
6598,337000
6599,1044999
6603,861000
6604,590000
6605,553000
6607,500000
6610,422000
6611,206000
6612,630000
6614,525000
6616,200000
6617,975000
6618,250000
6621,450000
6622,150000
6624,244000
6625,350000
6630,190000
6631,547000
6632,509999
6633,1650000
6634,1000000
6635,580000
6636,250000
6637,310000
6640,602000
6642,900000
6645,300000
6646,417000
6647,325000
6648,1200000
6649,211000
6650,1450000
6652,300000
6653,442000
6654,508000
6656,62000
6658,755000
6660,900000
6661,381000
6662,950000
6663,500000
6664,731000
6665,1200000
6667,300000
6668,607000
6675,1490000
6677,675000
6681,50000
6682,600000
6683,130000
6684,130000
6685,110000
6686,55000
6687,130000
6688,650000
6689,250000
6690,110000
6691,730000
6694,600000
6695,600000
6696,600000
6698,335000
6700,400000
6706,150000
6707,400000
6708,700000
6709,600000
6710,745000
6711,150000
6712,150000
6713,1166000
6714,500000
6716,600000
6717,225000
6719,190000
6725,150000
6726,800000
6728,430000
6729,225000
6731,175000
6733,600000
6734,200000
6737,1200000
6738,1070000
6739,248000
6742,400000
6743,900000
6745,350000
6747,850000
6750,950000
6752,670000
6754,850000
6755,300000
6757,750000
6761,250000
6763,325000
6767,122000
6768,150000
6771,1100000
6772,100000
6775,800000
6776,780000
6777,225000
6778,950000
6779,380000
6780,90000
6782,1450000
6783,590000
6784,590000
6786,250000
6788,500000
6790,300000
6791,650000
6793,500000
6794,150000
6795,161000
6796,1000000
6797,520000
6799,750000
6801,350000
6802,400000
6804,459999
6806,425000
6808,650000
6809,750000
6811,350000
6812,375000
6814,400000
6815,400000
6816,229999
6817,725000
6819,450000
6820,300000
6821,160000
6822,640000
6823,675000
6824,300000
6826,450000
6827,260000
6828,850000
6829,450000
6831,450000
6832,300000
6833,225000
6835,200000
6839,250000
6840,350000
6842,200000
6843,300000
6844,300000
6846,300000
6847,1000000
6848,200000
6849,350000
6851,500000
6853,800000
6854,819999
6855,675000
6856,1100000
6858,500000
6861,420000
6862,325000
6863,950000
6864,950000
6865,300000
6866,400000
6867,350000
6872,250000
6874,400000
6875,420000
6877,800000
6878,500000
6879,725000
6880,300000
6881,400000
6882,800000
6883,450000
6884,450000
6885,500000
6887,165000
6888,700000
6890,550000
6891,1525000
6892,400000
6893,100000
6896,350000
6897,350000
6898,450000
6899,450000
6900,200000
6902,370000
6903,730000
6904,610000
6907,800000
6909,400000
6911,300000
6912,700000
6913,650000
6917,700000
6918,340000
6919,420000
6921,750000
6922,900000
6923,730000
6924,730000
6925,810000
6926,500000
6927,500000
6931,200000
6933,400000
6936,350000
6938,450000
6939,600000
6940,400000
6942,830000
6943,500000
6944,180000
6945,250000
6946,300000
6948,450000
6949,225000
6950,225000
6954,200000
6956,350000
6957,350000
6958,350000
